number	organism name	kingdom	phylum	class	file	accession number	sequences	base pair	DIV	submitted	updated	BioProject	BioSample	SRA
146	Astacus leptodactylus	Metazoa	Arthropoda	Malacostraca	GAFS.gz	GAFS01000001-GAFS01074877	74877	60229164	TSA	2013-02-15	2013-11-04	PRJNA183420		SRR629687
147	Channa striata	Metazoa	Chordata	Actinopteri	GAFT.gz	GAFT01000001-GAFT01060291	60291	30265133	TSA	2013-02-16	2015-02-10	PRJNA171056	SAMN01902536	SRR685506
148	Spodoptera exigua	Metazoa	Arthropoda	Insecta	GAFU.gz	GAFU01000001-GAFU01018534	18534	12370265	TSA	2013-02-13	2013-03-12	PRJNA188757		SRR525279
149	Termitomyces clypeatus MTCC 5091	Fungi	Basidiomycota	Agaricomycetes	GAFV.gz	GAFV01000001-GAFV01019830	19830	24892883	TSA	2013-02-21	2014-03-18	PRJNA186407	SAMN01889248	SRR747027
150	Dendroctonus ponderosae	Metazoa	Arthropoda	Insecta	GAFW.gz	GAFW01000001-GAFW01014436	14436	15691554	TSA	2013-02-20	2013-03-05	PRJNA189792		
151	Dendroctonus ponderosae	Metazoa	Arthropoda	Insecta	GAFX.gz	GAFX01000001-GAFX01020540	20540	27388938	TSA	2013-02-20	2013-03-05	PRJNA189795		SRR449538
152	Astacus leptodactylus	Metazoa	Arthropoda	Malacostraca	GAFY.gz	GAFY01000001-GAFY01039935	39935	31658703	TSA	2013-02-21	2013-11-05	PRJNA183420		SRR650486
153	Anolis carolinensis	Metazoa	Chordata	None	GAFZ.gz	GAFZ01000001-GAFZ01271597	271597	236376216	TSA	2013-02-04	2013-03-15	PRJNA170187		SRR391654
154	Anolis carolinensis	Metazoa	Chordata	None	GAGA.gz	GAGA01000001-GAGA01735899	735899	296109478	TSA	2013-02-04	2013-03-16	PRJNA170187		SRR389086
155	Anolis carolinensis	Metazoa	Chordata	None	GAGB.gz	GAGB010000001-GAGB011195995	1195995	468812569	TSA	2013-02-04	2013-03-15	PRJNA170187		SRR389085
156	Anolis carolinensis	Metazoa	Chordata	None	GAGC.gz	GAGC010000001-GAGC011810250	1810250	636564512	TSA	2013-02-22	2013-03-19	PRJNA170187		SRR519924
157	Amblyomma americanum	Metazoa	Arthropoda	Arachnida	GAGD.gz	GAGD01000001-GAGD01011557	11557	6734145	TSA	2013-02-26	2013-03-12	PRJNA188113		
158	Termitomyces clypeatus MTCC 5091	Fungi	Basidiomycota	Agaricomycetes	GAGE.gz	GAGE01000001-GAGE01016386	16386	19760642	TSA	2013-02-23	2014-03-18	PRJNA186407	SAMN01889248	SRR746797
159	Chrysopa pallens	Metazoa	Arthropoda	Insecta	GAGF.gz	GAGF01000001-GAGF01050315	50315	36334909	TSA	2013-02-01	2013-03-06	PRJNA186574		SRR653211
160	Anolis carolinensis	Metazoa	Chordata	None	GAGG.gz	GAGG010000001-GAGG011069120	1069118	397328398	TSA	2013-02-21	2013-03-19	PRJNA170187		SRR519080
161	Osmia cornuta	Metazoa	Arthropoda	Insecta	GAGH.gz	GAGH01000001-GAGH01083098	83098	64623098	TSA	2013-03-04	2013-04-18	PRJNA185987	SAMN01906577	SRR653282
162	Abdopus aculeatus	Metazoa	Mollusca	Cephalopoda	GAGI.gz	GAGI01000001-GAGI01000025	25	19680	TSA	2013-02-16	2013-04-08	PRJNA188569	SAMN01911391	SRR680047
163	Hapalochlaena maculosa	Metazoa	Mollusca	Cephalopoda	GAGJ.gz	GAGJ01000001-GAGJ01000007	7	3867	TSA	2013-02-16	2013-04-08	PRJNA188571	SAMN01911430	SRR725938
164	Loliolus noctiluca	Metazoa	Mollusca	Cephalopoda	GAGK.gz	GAGK01000001-GAGK01000006	6	4134	TSA	2013-02-16	2013-04-08	PRJNA188572	SAMN01911444	SRR725597
165	Octopus cyanea	Metazoa	Mollusca	Cephalopoda	GAGL.gz	GAGL01000001-GAGL01000010	10	7163	TSA	2013-02-16	2013-04-08	PRJNA188573	SAMN01911445	SRR725937
166	Pareledone turqueti	Metazoa	Mollusca	Cephalopoda	GAGM.gz	GAGM01000001-GAGM01000003	3	2391	TSA	2013-02-16	2013-04-08	PRJNA188575	SAMN01911446	SRR725936
167	Sepioteuthis australis	Metazoa	Mollusca	Cephalopoda	GAGN.gz	GAGN01000001-GAGN01000013	13	11094	TSA	2013-02-16	2013-04-08	PRJNA188576	SAMN01911450	SRR725780
168	Octopus kaurna	Metazoa	Mollusca	Cephalopoda	GAGO.gz	GAGO01000001-GAGO01000005	5	3030	TSA	2013-02-16	2013-04-08	PRJNA188658	SAMN01911449	SRR684223
169	Sepia pharaonis	Metazoa	Mollusca	Cephalopoda	GAGP.gz	GAGP01000001-GAGP01000007	7	4875	TSA	2013-02-16	2013-04-08	PRJNA188577	SAMN01911448	SRR725935
170	Sepia latimanus	Metazoa	Mollusca	Cephalopoda	GAGQ.gz	GAGQ01000001-GAGQ01000004	4	2718	TSA	2013-02-16	2013-04-08	PRJNA188659	SAMN01911447	SRR725779
171	Nannochloropsis gaditana	None	Eustigmatophyceae	None	GAGR.gz	GAGR01000001-GAGR01019186	19186	25220627	TSA	2013-03-07	2013-04-18	PRJNA191108		SRR768655
172	Bithynia siamensis goniomphalos	Metazoa	Mollusca	Gastropoda	GAGS.gz	GAGS01000001-GAGS01167642	167642	105479132	TSA	2013-03-12	2013-04-19	PRJNA190834	SAMN00195356	SRR768418
173	Anguilla japonica	Metazoa	Chordata	Actinopteri	GAGT.gz	GAGT01000001-GAGT01018437	18437	13279461	TSA	2013-03-13	2013-03-27	PRJNA191923		SRR768658
174	Panonychus citri	Metazoa	Arthropoda	Arachnida	GAGU.gz	GAGU01000001-GAGU01000039	39	33638	TSA	2013-03-13	2013-04-18	PRJNA191866		ERR044692
175	Fritillaria cirrhosa	Viridiplantae	Streptophyta	Liliopsida	GAGV.gz	GAGV01000001-GAGV01028143	28143	17957731	TSA	2013-03-18	2014-03-03	PRJNA184918	SAMN01881353	SRR642387
176	Ophiocordyceps sinensis	Fungi	Ascomycota	Sordariomycetes	GAGW.gz	GAGW01000001-GAGW01016676	16676	13941369	TSA	2013-03-19	2014-05-06	PRJNA186968	SAMN01893998	SRR653779
177	Ameiurus nebulosus	Metazoa	Chordata	Actinopteri	GAGX.gz	GAGX01000001-GAGX01340942	340942	102223762	TSA	2013-03-15	2013-05-23	PRJNA167114	SAMN01774130	SRR516964
178	Odocoileus virginianus	Metazoa	Chordata	Mammalia	GAGY.gz	GAGY01000001-GAGY01014010	14010	4104760	TSA	2013-03-19	2013-04-03	PRJNA193346	SAMN01983955	SRR786665
179	Acanthophis wellsi	Metazoa	Chordata	None	GAGZ.gz	GAGZ01000001-GAGZ01000032	32	12480	TSA	2013-03-09	2013-04-08	PRJNA189680	SAMN01922383	SRR768900
180	Brachyurophis roperi	Metazoa	Chordata	None	GAHA.gz	GAHA01000001-GAHA01000031	31	12492	TSA	2013-03-09	2013-04-08	PRJNA189681	SAMN01924509	SRR768902
181	Cacophis squamulosus	Metazoa	Chordata	None	GAHB.gz	GAHB01000001-GAHB01000033	33	10448	TSA	2013-03-09	2013-04-08	PRJNA189682	SAMN01922384	SRR768909
182	Denisonia devisi	Metazoa	Chordata	None	GAHC.gz	GAHC01000001-GAHC01000021	21	12198	TSA	2013-03-09	2013-04-08	PRJNA189683	SAMN01922385	SRR768910
183	Echiopsis curta	Metazoa	Chordata	None	GAHD.gz	GAHD01000001-GAHD01000032	32	15582	TSA	2013-03-09	2013-04-08	PRJNA189684	SAMN01922386	SRR768911
184	Furina ornata	Metazoa	Chordata	None	GAHE.gz	GAHE01000001-GAHE01000038	38	12453	TSA	2013-03-09	2013-04-08	PRJNA189685	SAMN01922387	SRR768912
185	Hemiaspis signata	Metazoa	Chordata	None	GAHF.gz	GAHF01000001-GAHF01000041	41	16229	TSA	2013-03-09	2013-04-08	PRJNA189686	SAMN01922388	SRR768913
186	Hoplocephalus bungaroides	Metazoa	Chordata	None	GAHG.gz	GAHG01000001-GAHG01000046	46	27406	TSA	2013-03-09	2013-04-08	PRJNA189687	SAMN01922389	SRR768914
187	Pseudonaja modesta	Metazoa	Chordata	None	GAHH.gz	GAHH01000001-GAHH01000073	73	24905	TSA	2013-03-09	2013-04-08	PRJNA189688	SAMN01922390	SRR768915
188	Suta fasciata	Metazoa	Chordata	None	GAHI.gz	GAHI01000001-GAHI01000030	30	15537	TSA	2013-03-09	2013-04-08	PRJNA189689	SAMN01922391	SRR768916
189	Vermicella annulata	Metazoa	Chordata	None	GAHJ.gz	GAHJ01000001-GAHJ01000024	24	8061	TSA	2013-03-09	2013-04-08	PRJNA189690	SAMN01924508	SRR768917
190	Jatropha curcas	Viridiplantae	Streptophyta	None	GAHK.gz	GAHK01000001-GAHK01045171	45171	35684099	TSA	2013-03-31	2013-04-09	PRJNA187138	SAMN01894327	SRR653198
191	Sinocyclocheilus anophthalmus	Metazoa	Chordata	Actinopteri	GAHL.gz	GAHL01000001-GAHL01152464	152464	80127406	TSA	2013-04-02	2013-05-03	PRJNA194460	SAMN01992470	SRR788095
192	Armillaria ostoyae RNA1	Fungi	Basidiomycota	Agaricomycetes	GAHM.gz	GAHM01000001-GAHM01020796	20796	15082970	TSA	2013-04-02	2013-04-18	PRJNA192550	SAMN01942127	SRR799820
193	Drosophila serrata	Metazoa	Arthropoda	Insecta	GAHN.gz	GAHN01000001-GAHN01011328	11328	10072849	TSA	2013-04-04	2013-04-18	PRJNA193659		SRR796577
194	Sinocyclocheilus angustiporus	Metazoa	Chordata	Actinopteri	GAHO.gz	GAHO01000001-GAHO01156118	156118	82819966	TSA	2013-04-02	2013-05-03	PRJNA194461	SAMN01992471	SRR788094
195	Ostrinia nubilalis	Metazoa	Arthropoda	Insecta	GAHP.gz	GAHP01000001-GAHP01010741	10741	9510127	TSA	2013-04-03	2013-04-09	PRJNA190899		SRR768270
196	Ostrinia scapulalis	Metazoa	Arthropoda	Insecta	GAHQ.gz	GAHQ01000001-GAHQ01011212	11212	10347378	TSA	2013-04-03	2013-05-28	PRJNA192419		SRR768810
197	Hormogaster samnitica	Metazoa	Annelida	Clitellata	GAHR.gz	GAHR01000001-GAHR01000024	24	26154	TSA	2013-04-04	2013-04-09	PRJNA181254	SAMN01804605	SRR618446
198	Hormogaster elisae	Metazoa	Annelida	Clitellata	GAHS.gz	GAHS01000001-GAHS01000032	32	58130	TSA	2013-04-04	2013-04-09	PRJNA196484		SRR786597
199	Agave deserti	Viridiplantae	Streptophyta	Liliopsida	GAHT.gz	GAHT01000001-GAHT01120985	120985	123661629	TSA	2013-04-03	2013-08-26	PRJNA193173	SAMN01978686	SRR787592
200	Agave tequilana	Viridiplantae	Streptophyta	Liliopsida	GAHU.gz	GAHU01000001-GAHU01195967	195967	203355422	TSA	2013-04-03	2013-08-26	PRJNA193469		SRR789688
201	Nelumbo nucifera	Viridiplantae	Streptophyta	None	GAHV.gz	GAHV01000001-GAHV01000107	107	89311	TSA	2013-04-13	2013-04-30	PRJNA196449	SAMN02028153	SRR826691
202	Elliptio complanata	Metazoa	Mollusca	Bivalvia	GAHW.gz	GAHW01000001-GAHW01136982	136982	88886509	TSA	2013-04-16	2014-05-06	PRJNA194430		SRR801689
203	Mikrocytos mackini	None	None	None	GAHX.gz	GAHX01000001-GAHX01010381	10381	7096622	TSA	2013-04-12	2013-08-08	PRJNA197256	SAMN02009279	SRR826503
204	Rhodnius prolixus	Metazoa	Arthropoda	Insecta	GAHY.gz	GAHY01000001-GAHY01002475	2475	2135789	TSA	2013-04-08	2013-05-01	PRJNA191820		SRR206936
205	Salicornia europaea	Viridiplantae	Streptophyta	None	GAHZ.gz	GAHZ01000001-GAHZ01079812	79812	38276992	TSA	2013-04-16	2013-07-08	PRJNA193210	SAMN02009301	SRR822929
206	Salicornia europaea	Viridiplantae	Streptophyta	None	GAIA.gz	GAIA01000001-GAIA01083157	83157	41252568	TSA	2013-04-16	2013-07-08	PRJNA193210	SAMN02009302	SRR823398
207	Nothobranchius furzeri	Metazoa	Chordata	Actinopteri	GAIB.gz	GAIB01000001-GAIB01210031	210031	244634452	TSA	2013-04-07	2013-04-30	PRJNA85613		SRR411107
208	Solanum torvum	Viridiplantae	Streptophyta	None	GAIC.gz	GAIC01000001-GAIC01035275	35275	17935319	TSA	2013-04-20	2013-08-30	PRJNA196896		SRR830592
209	Oreochromis niloticus	Metazoa	Chordata	Actinopteri	GAID.gz	GAID01000001-GAID01079198	79198	47794210	TSA	2013-04-22	2013-10-31	PRJNA193568	SAMN01985096	SRR797490
210	Chlamydomonas moewusii	Viridiplantae	Chlorophyta	Chlorophyceae	GAIE.gz	GAIE01000001-GAIE01034117	34117	24424599	TSA	2013-04-26	2015-04-20	PRJNA197273	SAMN02053728	SRR831045
211	Dermanyssus gallinae	Metazoa	Arthropoda	Arachnida	GAIF.gz	GAIF01000001-GAIF01035672	35672	40790251	TSA	2013-03-22	2014-02-03	PRJNA188347	SAMN01909106	SRR658515
212	Arachis hypogaea	Viridiplantae	Streptophyta	None	GAIG.gz	GAIG01000001-GAIG01050090	50090	22819884	TSA	2013-04-26	2014-06-16	PRJNA181974	SAMN02028137	SRR827601
213	Conus victoriae	Metazoa	Mollusca	Gastropoda	GAIH.gz	GAIH01000001-GAIH01000106	106	25935	TSA	2013-04-29	2014-01-03	PRJNA196802	SAMN02047449	SRR833564
214	Alexandrium tamarense	None	None	Dinophyceae	GAII.gz	GAII01000001-GAII01045035	45035	23337040	TSA	2013-05-03	2013-06-04	PRJNA163063	SAMN01057731	SRR516051
215	Dinophysis acuminata	None	None	Dinophyceae	GAIJ.gz	GAIJ01000001-GAIJ01002299	2299	719294	TSA	2013-05-03	2014-06-02	PRJNA169245	SAMN01057730	SRR516050
216	Alexandrium tamarense	None	None	Dinophyceae	GAIK.gz	GAIK01000001-GAIK01045959	45959	23642870	TSA	2013-05-03	2013-06-04	PRJNA169248	SAMN02086450	SRR836281
217	Gymnodinium catenatum	None	None	Dinophyceae	GAIL.gz	GAIL01000001-GAIL01033593	33593	15170537	TSA	2013-05-03	2013-06-04	PRJNA169247	SAMN01057732	SRR516052
218	Geminigera cryophila	None	None	Cryptophyta	GAIM.gz	GAIM01000001-GAIM01044139	44139	22536606	TSA	2013-05-03	2014-06-02	PRJNA169243	SAMN01057724	SRR516047
219	Myrionecta rubra	None	None	Litostomatea	GAIN.gz	GAIN01000001-GAIN01065762	65762	34355696	TSA	2013-05-02	2014-06-02	PRJNA169244	SAMN01057729	SRR516049
220	Pyrodinium bahamense var. compressum	None	None	Dinophyceae	GAIO.gz	GAIO01000001-GAIO01068190	68190	36067650	TSA	2013-05-04	2013-06-04	PRJNA169246	SAMN01057733	SRR516053
221	Litchi chinensis	Viridiplantae	Streptophyta	None	GAIP.gz	GAIP01000001-GAIP01047095	47095	27745556	TSA	2013-05-02	2013-08-19	PRJNA194467	SAMN01992472	SRR797923
222	Alexandrium tamarense	None	None	Dinophyceae	GAIQ.gz	GAIQ01000001-GAIQ01078782	78782	80572473	TSA	2013-05-01	2014-01-07	PRJNA163063	SAMN00990953	SRR494242
223	Puccinia striiformis f. sp. tritici	Fungi	Basidiomycota	Pucciniomycetes	GAIR.gz	GAIR01000001-GAIR01012282	12282	11112700	TSA	2013-05-01	2013-06-04	PRJNA176472		SRR579539
224	Puccinia striiformis f. sp. tritici	Fungi	Basidiomycota	Pucciniomycetes	GAIS.gz	GAIS01000001-GAIS01012846	12846	9968749	TSA	2013-05-01	2013-06-04	PRJNA176472		SRR579539
225	Alexandrium tamarense	None	None	Dinophyceae	GAIT.gz	GAIT01000001-GAIT01094313	94313	79886600	TSA	2013-05-04	2013-06-04	PRJNA169250	SAMN01084018	SRR516821
226	Alexandrium tamarense	None	None	Dinophyceae	GAIU.gz	GAIU01000001-GAIU01100139	100139	74185322	TSA	2013-05-06	2014-06-09	PRJNA169250	SAMN01084018	SRR516821
227	Alexandrium tamarense	None	None	Dinophyceae	GAIV.gz	GAIV01000001-GAIV01108345	108345	76962122	TSA	2013-05-06	2014-06-09	PRJNA169249	SAMN01084016	SRR516819
228	Ganaspis sp. G1	Metazoa	Arthropoda	Insecta	GAIW.gz	GAIW01000001-GAIW01027074	27074	41319897	TSA	2013-05-06	2013-06-05	PRJNA189658	SAMN01923004	SRR805628
229	Pararge aegeria	Metazoa	Arthropoda	Insecta	GAIX.gz	GAIX01000001-GAIX01016895	16895	10576628	TSA	2013-05-13	2013-06-04	PRJNA192659		SRR771147
230	Puccinia striiformis f. sp. tritici	Fungi	Basidiomycota	Pucciniomycetes	GAIY.gz	GAIY01000001-GAIY01007886	7886	6261605	TSA	2013-05-01	2013-06-04	PRJNA176472		SRR579540
231	Gryllus firmus	Metazoa	Arthropoda	Insecta	GAIZ.gz	GAIZ01000001-GAIZ01025794	25794	13134886	TSA	2013-05-07	2014-03-06	PRJNA198853	SAMN02058407	SRR835455
232	Leptopilina boulardi	Metazoa	Arthropoda	Insecta	GAJA.gz	GAJA01000001-GAJA01021560	21560	30425812	TSA	2013-05-09	2013-06-03	PRJNA202369		SRR559222
233	Alexandrium tamarense	None	None	Dinophyceae	GAJB.gz	GAJB01000001-GAJB01106178	106178	95915359	TSA	2013-05-10	2013-05-17	PRJNA163063	SAMN00990953	SRR494242
234	Leptopilina heterotoma	Metazoa	Arthropoda	Insecta	GAJC.gz	GAJC01000001-GAJC01031399	31399	48051477	TSA	2013-05-10	2013-06-03	PRJNA202370		SRR559224
235	Ursus maritimus	Metazoa	Chordata	Mammalia	GAJD.gz	GAJD01000001-GAJD01036755	36755	133544757	TSA	2013-05-11	2013-06-05	PRJNA193538	SAMN01984941	SRR792903
236	Avena sativa	Viridiplantae	Streptophyta	Liliopsida	GAJE.gz	GAJE01000001-GAJE01050182	50182	55210528	TSA	2013-05-13	2013-07-22	PRJNA202304		SRR850241
237	Equus caballus	Metazoa	Chordata	Mammalia	GAJF.gz	GAJF01000001-GAJF01000324	324	256576	TSA	2013-05-13	2013-07-30	PRJNA197213		SRR836404
238	Alexandrium tamarense	None	None	Dinophyceae	GAJG.gz	GAJG01000001-GAJG01092394	92394	75110277	TSA	2013-05-10	2013-05-17	PRJNA169249	SAMN01084016	SRR516819
239	Elaeis guineensis	Viridiplantae	Streptophyta	Liliopsida	GAJH.gz	GAJH01000001-GAJH01081284	81284	75131810	TSA	2013-05-15	2013-07-22	PRJNA201497		SRR851067
240	Pyrenochaeta lycopersici CRA-PAV_ER 1211	None	None	None	GAJI.gz	GAJI01000001-GAJI01027880	27880	40046333	TSA	2013-05-16	2014-02-28	PRJNA202292	SAMN02141621	SRR851824
241	Anoplopoma fimbria	Metazoa	Chordata	Actinopteri	GAJJ.gz	GAJJ01000001-GAJJ01047327	47327	68753442	TSA	2013-05-16	2013-06-17	PRJNA71237	SAMN02144214	SRR851004
242	Tripterygion delaisi	Metazoa	Chordata	Actinopteri	GAJK.gz	GAJK01000001-GAJK01327329	327329	151890247	TSA	2013-05-16	2014-01-08	PRJNA186408		SRR768801
243	Triticum aestivum	Viridiplantae	Streptophyta	Liliopsida	GAJL.gz	GAJL01000001-GAJL01284458	284458	189583233	TSA	2013-05-16	2013-06-04	PRJNA168479		SRR513432
244	Xibalbanus tulumensis	Metazoa	Arthropoda	Remipedia	GAJM.gz	GAJM01000001-GAJM01001030	1030	933171	TSA	2013-05-17	2014-01-09	PRJNA203251	SAMN02146300	SRR857228
245	Conus geographus	Metazoa	Mollusca	Gastropoda	GAJN.gz	GAJN01000001-GAJN01000030	30	17268	TSA	2013-05-22	2014-01-03	PRJNA167726		SRR503413
246	Fundulus heteroclitus	Metazoa	Chordata	Actinopteri	GAJO.gz	GAJO01000001-GAJO01011873	11873	11287709	TSA	2013-05-21	2014-10-28	PRJNA201069	SAMN02116571	SRR857256
247	Hyalella azteca	Metazoa	Arthropoda	Malacostraca	GAJP.gz	GAJP01000001-GAJP01011022	11022	5650850	TSA	2013-05-22	2013-06-05	PRJNA188322	SAMN01914920	SRR687301
248	Hyalella azteca	Metazoa	Arthropoda	Malacostraca	GAJQ.gz	GAJQ01000001-GAJQ01017788	17788	8472500	TSA	2013-05-22	2013-06-05	PRJNA188322	SAMN01915237	SRR687323
249	Gentiana macrophylla	Viridiplantae	Streptophyta	None	GAJR.gz	GAJR01000001-GAJR01042904	42904	29033291	TSA	2013-05-09	2014-01-02	PRJNA200445	SAMN02086079	SRR848032
250	Chilo suppressalis	Metazoa	Arthropoda	Insecta	GAJS.gz	GAJS01000001-GAJS01070738	70738	31118166	TSA	2013-05-23	2013-06-10	PRJNA183730	SAMN01180348	SRR651040
251	Coffea arabica	Viridiplantae	Streptophyta	None	GAJT.gz	GAJT01000001-GAJT01000004	4	4236	TSA	2013-05-23	2013-06-03	PRJNA42175		
252	Coffea racemosa	Viridiplantae	Streptophyta	None	GAJU.gz	GAJU01000001-GAJU01000004	4	3830	TSA	2013-05-24	2013-06-03	PRJNA205284		
253	Anoplocnemis curvipes	Metazoa	Arthropoda	Insecta	GAJV.gz	GAJV01000001-GAJV01011704	11704	8051081	TSA	2013-05-24	2013-06-17	PRJNA192258	SAMN01939138	SRR768514
254	Aphis craccivora	Metazoa	Arthropoda	Insecta	GAJW.gz	GAJW01000001-GAJW01007649	7649	5122728	TSA	2013-05-24	2013-06-17	PRJNA192260	SAMN01939139	SRR768515
255	Clavigralla tomentosicollis	Metazoa	Arthropoda	Insecta	GAJX.gz	GAJX01000001-GAJX01010663	10663	7313216	TSA	2013-05-24	2013-06-17	PRJNA192261	SAMN01939140	SRR768524
256	Megalurothrips sjostedti	Metazoa	Arthropoda	Insecta	GAJY.gz	GAJY01000001-GAJY01007385	7385	5044433	TSA	2013-05-24	2013-06-03	PRJNA192262	SAMN01939141	SRR768525
257	Prunus avium	Viridiplantae	Streptophyta	None	GAJZ.gz	GAJZ01000001-GAJZ01007762	7762	13448386	TSA	2013-05-25	2013-06-17	PRJNA73727		SRR866155
258	Nitzschia sp. ChengR-2013	None	Bacillariophyta	Bacillariophyceae	GAKA.gz	GAKA01000001-GAKA01027803	27803	31365377	TSA	2013-05-28	2013-06-05	PRJNA198081	SAMN02147004	SRR861263
259	Bactrocera oleae	Metazoa	Arthropoda	Insecta	GAKB.gz	GAKB01000001-GAKB01011836	11836	9786815	TSA	2013-04-02	2013-06-05	PRJNA195424	SAMN01994481	SRR799687
260	Silene latifolia	Viridiplantae	Streptophyta	None	GAKC.gz	GAKC01000001-GAKC01000135	135	58363	TSA	2013-05-13	2013-07-03	PRJNA202865		SRR867210
261	Melita plumulosa	Metazoa	Arthropoda	Malacostraca	GAKD.gz	GAKD01000001-GAKD01025449	25449	14038036	TSA	2013-05-30	2013-06-05	PRJNA200979		SRR851120
262	Thlaspi arvense	Viridiplantae	Streptophyta	None	GAKE.gz	GAKE01000001-GAKE01033315	33315	41364074	TSA	2013-05-14	2013-06-10	PRJNA183631		SRR802670
263	Amoebidium parasiticum JAP-7-2	None	None	Ichthyosporea	GAKF.gz	GAKF01000001-GAKF01105237	105237	88924641	TSA	2013-05-24	2013-06-17	PRJNA189477		SRR343044
264	Cotesia vestalis	Metazoa	Arthropoda	Insecta	GAKG.gz	GAKG01000001-GAKG01030024	30024	27114579	TSA	2013-06-02	2013-06-11	PRJNA186892	SAMN01892541	SRR770031
265	Vitis vinifera	Viridiplantae	Streptophyta	None	GAKH.gz	GAKH01000001-GAKH01112925	112925	166561273	TSA	2013-06-03	2014-02-26	PRJNA203687		SRR866531
266	Trametes sanguinea	Fungi	Basidiomycota	Agaricomycetes	GAKI.gz	GAKI01000001-GAKI01007303	7303	5491357	TSA	2013-06-04	2013-06-10	PRJNA205427	SAMN02179224	SRR867656
267	Sitodiplosis mosellana	Metazoa	Arthropoda	Insecta	GAKJ.gz	GAKJ01000001-GAKJ01013987	13987	18327025	TSA	2013-06-04	2013-06-10	PRJNA192921	SAMN01906326	SRR787284
268	Nothapodytes nimmoniana	Viridiplantae	Streptophyta	None	GAKK.gz	GAKK01000001-GAKK01000995	995	290869	TSA	2013-06-06	2014-07-08	PRJNA207019	SAMN02190965	SRR879376
269	Triticum urartu	Viridiplantae	Streptophyta	Liliopsida	GAKL.gz	GAKL01000001-GAKL01084573	84573	120291791	TSA	2013-06-05	2013-06-20	PRJNA191053		SRR769750
270	Triticum turgidum	Viridiplantae	Streptophyta	Liliopsida	GAKM.gz	GAKM01000001-GAKM01137484	137484	179224061	TSA	2013-06-06	2013-06-20	PRJNA191054		SRR863377
271	Schmidtea mediterranea	Metazoa	Platyhelminthes	None	GAKN.gz	GAKN01000001-GAKN01024543	24543	30446539	TSA	2013-06-07	2013-06-11	PRJNA205281	SAMN02178753	SRR867380
272	Platichthys stellatus	Metazoa	Chordata	Actinopteri	GAKO.gz	GAKO01000001-GAKO01042652	42652	33383453	TSA	2013-06-08	2015-10-05	PRJNA202961	SAMN02191695	SRR891351
273	Bactrocera dorsalis	Metazoa	Arthropoda	Insecta	GAKP.gz	GAKP01000001-GAKP01023539	23539	62063106	TSA	2013-06-07	2014-04-22	PRJNA167923	SAMN01991043	SRR818493
274	Crotalus oreganus helleri	Metazoa	Chordata	None	GAKQ.gz	GAKQ01000001-GAKQ01000026	26	14892	TSA	2013-06-09	2013-07-09	PRJNA206010	SAMN02183578	SRR871501
275	Crotalus oreganus helleri	Metazoa	Chordata	None	GAKR.gz	GAKR01000001-GAKR01000018	18	11118	TSA	2013-06-03	2013-07-09	PRJNA206011	SAMN02183579	SRR871502
276	Crotalus oreganus helleri	Metazoa	Chordata	None	GAKS.gz	GAKS01000001-GAKS01000031	31	20496	TSA	2013-06-03	2013-07-09	PRJNA206012	SAMN02183580	SRR871504
277	Cupiennius salei	Metazoa	Arthropoda	Arachnida	GAKT.gz	GAKT01000001-GAKT01000155	155	475316	TSA	2013-06-18	2013-07-03	PRJNA205071	SAMN02189690	SRR880446
278	Dendrocoelum lacteum	Metazoa	Platyhelminthes	None	GAKU.gz	GAKU01000001-GAKU01000069	69	125592	TSA	2013-06-18	2013-07-03	PRJNA207765	SAMN02194132	SRR899421
279	Schmidtea mediterranea	Metazoa	Platyhelminthes	None	GAKV.gz	GAKV01000001-GAKV01000008	8	18368	TSA	2013-06-18	2013-07-03	PRJNA208294	SAMN02203536	SRR900846
280	Glomeris pustulata	Metazoa	Arthropoda	Diplopoda	GAKW.gz	GAKW01000001-GAKW01040834	40834	15331013	TSA	2013-06-17	2014-06-12	PRJNA208707	SAMN01907469	SRR768330
281	Symphylella vulgaris	Metazoa	Arthropoda	Symphyla	GAKX.gz	GAKX01000001-GAKX01077209	77209	37882863	TSA	2013-06-17	2014-06-12	PRJNA208708	SAMN01907470	SRR768329
282	Symbiodinium sp. A1	None	None	Dinophyceae	GAKY.gz	GAKY01000001-GAKY01198297	198297	251040893	TSA	2013-07-08	2013-11-01	PRJNA206215	SAMN02178799	SRR867593
283	Procotyla fluviatilis	Metazoa	Platyhelminthes	None	GAKZ.gz	GAKZ01000001-GAKZ01048315	48315	52066445	TSA	2013-06-20	2013-07-30	PRJNA205293		SRR876836
284	Psorophora albipes	Metazoa	Arthropoda	Insecta	GALA.gz	GALA01000001-GALA01001790	1790	1520629	TSA	2013-06-19	2013-07-03	PRJNA208958	SAMN02206474	SRR908278
285	Sinonovacula constricta	Metazoa	Mollusca	Bivalvia	GALB.gz	GALB01000001-GALB01016096	16096	22400319	TSA	2013-06-21	2013-07-03	PRJNA182703	SAMN01821968	SRR627741
286	Crotalus oreganus helleri	Metazoa	Chordata	None	GALC.gz	GALC01000001-GALC01000026	26	15978	TSA	2013-06-03	2013-07-09	PRJNA206013	SAMN02183581	SRR871503
